Post_ID;Post_URL;Actor_Name;Post_Format;Posting_Date;Caption_Text;reviewed;changed;MANUAL_Empathy;MANUAL_Threat;MANUAL_Efficacy;MANUAL_Collective_ID;MANUAL_Normative;MANUAL_Moral;MANUAL_Economic;MANUAL_Scientific;MANUAL_Youth_Addressed;MANUAL_Interactivity;MANUAL_Emotional_Valence;MANUAL_Story_Structure;MANUAL_Primary_CTA;MANUAL_Primary_Topic;MANUAL_Language;MANUAL_Youth_Style;MANUAL_Protagonist;MANUAL_Onscreen_Text;MANUAL_Data_Visual
DW9k8REk6pa;https://www.instagram.com/p/DW9k8REk6pa/;N/a'an ku se Foundation;Video;2026-04-10;It’s the final episode of Groen Namibië 🌿✨ — and we’re celebrating our favourite furry friends… the playful chacma baboons 🐒💛  At the Naankuse Foundation, these lively little characters keep us on our toes! But behind all the fun is a world of dedication, care, and complex management that might surprise you.  Join Rudie, Marlice, and a troop of mischievous rascals for a truly heartwarming adventure you won’t want to miss 🥰  📺 Sunday, 12 April ⏰ 20:30 📡 kykNET (DStv channel 144)  www.naankuse.com #naankuse #naankusefoundation #baboons #conservation #kyknet #groennamibië;1;1;1;0;0;0;0;0;0;0;0;0;Neutral;None;Learn;Education;Afrikaans;0;1;0;0
DW-3Ni3gdfG;https://www.instagram.com/p/DW-3Ni3gdfG/;N/a'an ku se Foundation;Carousel;2026-04-11;A heartfelt thank you to Andrea Merz and her incredible support network for their generous donation of beautifully hand-knitted jerseys, socks, and beanies for the babies and children of Epukiro.  These were lovingly created over many months by Nelly and Therese, whose time, care, and dedication will bring warmth and comfort to so many little ones at the Lifeline Clinic and within the community.  From all of us at the Naankuse Foundation and the Epukiro community, thank you for making such a meaningful difference.;1;1;1;0;1;1;0;0;0;0;0;0;Hope;Solution;None;Fundraising;English;0;1;0;0
DRC9C5yCNUK;https://www.instagram.com/p/DRC9C5yCNUK/;Save the Rhino Trust Namibia;Image;2025-11-14;Conservation is not possible without strong partnerships.🤝  We’d like to thank Ministry of Environment & Tourism and the Nyae Nyae conservancy for joining us during the operation. We hope it was the first of many to come in the future.  #collaboration #savetherhinotrustnamibia #Partnership #conservation;1;1;0;0;1;0;0;0;0;0;0;0;Hope;Solution;None;Community;English;0;0;0;0
DRNXF-BgS9b;https://www.instagram.com/p/DRNXF-BgS9b/;Save the Rhino Trust Namibia;Video;2025-11-18;Earlier this month, our team set out to find a rhino that had not been seen for some time. With the help of a Piper Super Cub – an aircraft perfectly suited for low, slow and careful flying we took to the sky. Thanks to excellent air-to-ground communication using radios funded by the @namibia_nature_foundation Namibia Nature Foundation (NNF) , we located the animal just 30 minutes after take-off. Our ground team Jason and Epson once again proved why boots on the ground and skilled foot-tracking techniques remain irreplaceable in the work we do.   Now that we know this rhino is alive and well, we are focusing our patrol efforts on poaching hot-spot areas, especially after the heartbreaking loss of a cow and calf to poachers in October.  An eye in the sky played a key role in this successful search. Random aerial patrols not only help us locate rhinos faster, but also act as a deterrent to poachers and improve our reaction time. A huge thank you to Save the Rhino International for providing the funding to build this new capacity within SRT, and to all the supporters and funders who are contributing to our new air wing.   Special thanks to David Francis and his Super Cub for professional airmanship and some unforgettable views!  #savetherhinotrust #conservation #savetherhinointernational #namibianaturefoundation;1;0;1;1;1;1;0;0;0;1;0;0;Mixed;Problem-Solution;None;Anti-poaching;English;0;1;0;0
DXxKLyiGcYl;https://www.instagram.com/p/DXxKLyiGcYl/;Cheetah Conservation Fund;Carousel;2026-04-30;We’re thrilled to share another exciting update from our Livestock Guarding Dog (LGD) program in Namibia! In early April, Dionne, welcomed a beautiful litter of puppies! The three puppies – one male and two females – are thriving. While it was a small litter, Dionne has gone above and beyond by adopting and nurturing Koda’s tiny runt puppy to help give the future canine guardian the best possible start (the lighter colored pup is Koda’s).   Even though this was a small litter, Dionne’s pups are HUGE! At just three weeks old, they’re nearly as heavy as Koda’s five week old puppies! Clearly, they didn’t get the memo about growing slowly! At this stage, their eyes are open and their personalities are starting to shine. They have started the weaning process with mashed food. Each puppy has been given a uniquely colored collar to help track their growth and individual care.   This new generation represents another step forward in our mission to support farmers and promote coexistence between humans and wildlife in Namibia. These puppies may be small now, but they have an important role ahead of them. A huge thank you to Modesta, Simone, our dedicated interns, and the entire team at the Model Farm for their ongoing care and commitment to these special puppies! Stay tuned for more updates as they grow!   Want to learn more? Visit cheetah.org  #dogs #puppies #workingdogs #livestockguardiandog #ccfcheetah;1;0;1;0;1;1;0;0;0;1;0;0;Hope;Solution;Learn;HWC;English;0;1;0;0
DXGjtBPFtcW;https://www.instagram.com/p/DXGjtBPFtcW/;N/a'an ku se Foundation;Carousel;2026-04-14;At the Lifeline Clinic in Epukiro, up to 120 meals are served during each feeding session, ensuring that babies and children receive the nourishment they need to grow and thrive.  But it doesn’t stop there. Every child is also monitored for signs of malnutrition, allowing early intervention and ongoing support where it matters most.  This vital work is made possible through the generous support of Namib Mills, who donate the pasta and maize meal that help feed our community.  Thank you for helping us nourish young lives and support healthier futures. #Naankuse #LifelineClinic;1;0;0;1;1;1;0;1;1;0;0;0;Hope;Problem-Solution;None;Community;English;0;1;0;0
DXEY-ltlqzA;https://www.instagram.com/p/DXEY-ltlqzA/;N/a'an ku se Foundation;Image;2026-04-13;Weekly Teacher Spotlight!  My name is Helena Frans. I was born and raised in Iishanaputa Uukolonkadhi, a small village in the Omusati region. I started my schooling at Iishanaputa Combined School from Grade 1 to 10, and completed my secondary education (Grade 11–12) at Mwaala High School.  Due to financial challenges, my parents could no longer afford for me to continue my studies. I stayed at home and began searching for work. In 2021, my uncle called me from the north to come stay with his daughter at Naankuse Lodge.   In 2023, a daycare was opened on the farm for all the babies, and I continued working as a house helper for my uncle. I didn’t give up.   A few months later, a vacancy for a school cleaner opened at Naankuse Primary School. I submitted my CV, and within a week, I was told I could start the following Monday. That’s where my journey truly began in 2023.   I didn’t stop at cleaning, I also helped in the daycare, assisted teachers with marking learners’ test papers, and supported learners with their homework. In October 2024, during a meeting with our boss, Mrs. Marlice van Vuuren, we were asked where we see ourselves in five years.  I shared my dream of becoming a teacher. My colleagues supported me because they had seen my passion and dedication, especially how I worked with learners and assisted in the Grade 1 class. As of June 2025, I was appointed as a Grade 0 & 1 Class Assistant.   In January 2026, I began my role as a pre-primary teacher. In February 2026, I joined Alison online learning and earned two certificates in Early Childhood Development.   I still dream of studying further and becoming a graduate. I believe my skills, dedication, and willingness to learn make me a strong future leader. I am proud of my journey and excited to keep growing with the Naankuse family.  Stories like Helena’s are made possible through support and opportunity. If you would like to help us continue investing in education and changing lives, you can support the Naankuse Foundation Schools here: https://naankusefoundation.salsalabs.org/naankuseprimaryschool0/index.html;1;0;1;0;1;1;0;0;0;0;0;0;Hope;Problem-Solution;Donate;Education;English;0;1;1;0
DWn1ukqCqP6;https://www.instagram.com/p/DWn1ukqCqP6/;Namibia Youth Chamber of Environment;Carousel;2026-04-02;Our essay writing competition STARTS NOW!  We are a few years away from 2030. We'd like to know what you think about the progress we've made as a country thus far. Focus on two to three Sustainable Development Goals of your choice, and don't forget to use examples from your community.   All the best!  ----------------------------------- Brought to you by Namibian Youth Chamber of Environment (NYCE);1;1;0;0;0;1;0;0;0;0;1;0;Hope;None;Event;Education;English;1;0;1;0
DXO2wrHFpDS;https://www.instagram.com/p/DXO2wrHFpDS/;N/a'an ku se Foundation;Carousel;2026-04-17;Our learners and community members gathered in quiet reflection as they awaited the passing procession of the late Governor James Uerikua.  A moment of unity, remembrance, and respect. Our thoughts are with the family, friends, and all those whose lives he touched. #Namibia;1;0;1;0;0;1;0;1;0;0;1;0;Mixed;None;None;Community;English;0;0;0;0
DXbYa58lhWu;https://www.instagram.com/p/DXbYa58lhWu/;N/a'an ku se Foundation;Carousel;2026-04-22;Small spotted genets 💛  Adorable, a little feisty, and ready for their next chapter in the wild.  At N/a’an ku sê, we often welcome these beautiful creatures after they’ve been orphaned or rescued from conflict situations. After spending time in rehabilitation at our Wildlife Sanctuary, they get a second chance at life where they truly belong — in the wild.  On Saturday, 11 April 2026, four of our furry friends took that big step. Carefully sedated, with two fitted with VHF tracking collars, and safely transported to Neuras Wine and Wildlife Estate — a perfect place to call home.  For now, they’ll settle into a soft-release camp, giving them time to adjust to their new surroundings. And soon… complete freedom. 🌿✨;1;0;1;1;1;1;0;0;0;1;0;0;Hope;Problem-Solution;None;Wildlife;English;0;1;0;0
DXWIgNFloaI;https://www.instagram.com/p/DXWIgNFloaI/;N/a'an ku se Foundation;Carousel;2026-04-20;We recently had the pleasure of hosting a film crew from Germany’s RTL Television, who visited to capture the impactful work of the Naankuse Foundation.  The feature highlights the incredible conservation and community efforts taking place on the ground, as well as the vision and dedication of our co-founder, Marlice van Vuuren.  We are proud to share our story on an international platform and to showcase the meaningful work being done to protect wildlife and support communities across Namibia.  #Naankuse;1;0;0;0;1;0;0;0;0;0;0;0;Hope;Solution;None;Wildlife;English;0;1;0;0
DXMHXGjlv3g;https://www.instagram.com/p/DXMHXGjlv3g/;N/a'an ku se Foundation;Carousel;2026-04-16;A little colour goes a long way 💛  Volunteers at the Lifeline Clinic have brightened up the nursery, transforming the children’s check-up room into a colourful and welcoming space.  It may seem like a small change, but for the little ones who walk through these doors, it makes all the difference. A space that feels safe, warm, and a little less intimidating.  With the support of the Naankuse Foundation, it’s the small touches like these that help create a more caring environment for every child. #Naankuse #lifelineclinicallaboratory;1;0;1;0;1;0;0;0;0;0;0;0;Hope;Problem-Solution;None;Community;English;0;0;0;0
DVwU7pzDM_m;https://www.instagram.com/p/DVwU7pzDM_m/;Giraffe Conservation Foundation;Image;2026-03-11;Home sweet home! 🇦🇴🦒✨  We are thrilled to share that the Angolan giraffe 🦒 reintroduced to Iona National Park are thriving! Post-translocation monitoring shows that the groups moved in 2023 and 2024 have settled in well and are healthy and strong. 👏💪  This success is a testament to the power of collaboration and dedicated long-term monitoring. By following the science and staying committed to the landscape, we are giving these giraffe a second chance in a place where they belong. 🌍🌿  A huge thank you to our partners for making this dream a reality. The future of Iona is looking taller every day! 🦒🧡 @africanparksnetwork @inbac_oficial   #GiraffeConservationFoundation #ionanationalpark #angolangiraffe #successstories #successfultranslocations #wildlifetranslocations #healthyhabitats #GCF;1;0;0;0;1;0;0;0;0;1;0;0;Hope;Solution;None;Wildlife;English;0;1;0;0
DV6oG8iDJKi;https://www.instagram.com/p/DV6oG8iDJKi/;Giraffe Conservation Foundation;Image;2026-03-15;Where science meets the savannah. 🌿🔬🦒  Our team recently traveled to Skukuza in Kruger National Park for the 2026 Savanna Science Network Meeting! It was an incredible opportunity to present GCF’s work to over 220 fellow researchers and conservationists. 🇿🇦  What did we talk about? ✅ Management strategies for Southern giraffe ✅ Cutting-edge advances in Conservation Technology 🛰️ ✅ The power of pan-African collaboration  We came away with new ideas and new partners, all dedicated to one goal: a future for all giraffe. 🦒🧡 @sanparks   #GiraffeConservationFoundation #giraffeconservation #VoiceForGiraffe #SavannaScience #KrugerNP #ConservationLeadership #ScientificCollaboration #SouthAfrica #StandTall #GCF;1;0;0;0;0;1;0;0;0;1;0;0;Hope;Solution;None;Research;English;;;;
